"id","representation","action","context","agent_role","target_role","source","n_responses","majority_norm","pct_majority"
"nb_264_87","forest: carry a heavy load","carry a heavy load","forest","","","normbank","57","normal","0.719"
"nb_265_11","doctors office: cancel an appointment","cancel an appointment","doctors office","","","normbank","19","normal","0.474"
"nb_266_110","smoking room: bring alcohol","bring alcohol","smoking room","","","normbank","13","normal","0.385"
"nb_267_20","army base: go for a romantic stroll","go for a romantic stroll","army base","","","normbank","14","taboo","0.5"
"nb_207_65","jail or prison: bring a weapon","bring a weapon","jail or prison","","","normbank","27","taboo","0.444"
"nb_268_87","forest: wear open toed shoes","wear open toed shoes","forest","","","normbank","8","taboo","0.625"
"nb_269_41","casino: wear sunglasses","wear sunglasses","casino","","","normbank","18","normal","0.5"
"nb_205_22","park: go fishing","go fishing","park","","","normbank","10","taboo","0.6"
"nb_270_89","gun shop: load a firearm","load a firearm","gun shop","","","normbank","10","expected","0.5"
"nb_271_111","paintball park: sign a waiver","sign a waiver","paintball park","","","normbank","9","expected","0.778"
"nb_225_7","running track: talk about politics","talk about politics","running track","","","normbank","12","taboo","0.5"
"nb_272_23","basement: walk around in your underwear","walk around in your underwear","basement","","","normbank","18","taboo","0.5"
"nb_144_3","banquet hall: go barefoot","go barefoot","banquet hall","","","normbank","9","taboo","0.667"
"nb_273_64","copy center: play tag","play tag","copy center","","","normbank","6","normal","0.333"
"nb_274_110","smoking room: work on your laptop","work on your laptop","smoking room","","","normbank","11","taboo","0.636"
"nb_275_42","government office: run around","run around","government office","","","normbank","11","taboo","0.545"
"nb_276_60","classroom: sleep","sleep","classroom","","","normbank","18","taboo","0.444"
"nb_277_80","campsite: cry","cry","campsite","","","normbank","15","normal","0.533"
"nb_278_104","cornfield: weeding","weeding","cornfield","","","normbank","12","normal","0.417"
"nb_198_21","balloon festival: wear a tank top","wear a tank top","balloon festival","","","normbank","34","normal","0.588"
"nb_277_57","circus: cry","cry","circus","","","normbank","17","normal","0.588"
"nb_279_93","parking lot: leave your in a parked car","leave your in a parked car","parking lot","","","normbank","10","taboo","0.5"
"nb_280_16","airplane: eat a hot dog","eat a hot dog","airplane","","","normbank","34","normal","0.5"
"nb_281_87","forest: go at night","go at night","forest","","","normbank","24","normal","0.458"
"nb_282_90","pawn shop: ask to see the adult videos","ask to see the adult videos","pawn shop","","","normbank","13","normal","0.462"
"nb_140_82","dance studio: wear a dress","wear a dress","dance studio","","","normbank","29","normal","0.414"
"nb_283_75","bowling alley: wear a revealing outfit","wear a revealing outfit","bowling alley","","","normbank","19","expected","0.579"
"nb_212_89","gun shop: talk about religion","talk about religion","gun shop","","","normbank","10","normal","0.5"
"nb_284_1","cafe: write a research paper","write a research paper","cafe","","","normbank","15","taboo","0.6"
"nb_198_87","forest: wear a tank top","wear a tank top","forest","","","normbank","14","taboo","0.5"
"nb_199_91","elevator: look someone in the eye","look someone in the eye","elevator","","","normbank","24","expected","0.417"
"nb_285_29","church or chapel: clap along with the music","clap along with the music","church or chapel","","","normbank","11","normal","0.727"
"nb_107_26","boxing hall: talk about suicide","talk about suicide","boxing hall","","","normbank","5","taboo","0.4"
"nb_151_3","banquet hall: get drunk","get drunk","banquet hall","","","normbank","18","normal","0.556"
"nb_286_66","hospital: give someone a shower","give someone a shower","hospital","","","normbank","17","taboo","0.529"
"nb_287_44","auditorium: worship","worship","auditorium","","","normbank","12","taboo","0.417"
"nb_288_43","gym: wear a crop top","wear a crop top","gym","","","normbank","8","taboo","0.5"
"nb_289_23","basement: repair a bathroom","repair a bathroom","basement","","","normbank","14","taboo","0.5"
"nb_290_88","bookstore: talk about money","talk about money","bookstore","","","normbank","12","normal","0.5"
"nb_291_9","campus: attend faculty meetings","attend faculty meetings","campus","","","normbank","14","taboo","0.5"
"nb_292_60","classroom: wear casual clothes","wear casual clothes","classroom","","","normbank","19","normal","0.684"
"nb_293_40","basketball court: do a jump shot","do a jump shot","basketball court","","","normbank","5","normal","0.4"
"nb_294_88","bookstore: ask someone a lot of questions","ask someone a lot of questions","bookstore","","","normbank","17","taboo","0.353"
"nb_197_11","doctors office: talk about death","talk about death","doctors office","","","normbank","12","normal","0.667"
"nb_295_55","taxi: put your hand out the window","put your hand out the window","taxi","","","normbank","9","normal","0.556"
"nb_296_79","boat: wear makeup","wear makeup","boat","","","normbank","12","normal","0.583"
"nb_297_83","market: skip the line","skip the line","market","","","normbank","8","expected","0.5"
"nb_298_28","apartment: have a barbecue","have a barbecue","apartment","","","normbank","18","normal","0.444"
"nb_299_14","bathroom: use a urinal","use a urinal","bathroom","","","normbank","21","normal","0.381"
"nb_175_28","apartment: pray","pray","apartment","","","normbank","20","taboo","0.4"
"nb_23_68","bus: play music","play music","bus","","","normbank","12","normal","0.5"
"nb_300_29","church or chapel: have a conversation with god","have a conversation with god","church or chapel","","","normbank","39","taboo","0.359"
"nb_301_38","hotel room: go alone","go alone","hotel room","","","normbank","13","normal","0.385"
"nb_263_67","clothing store: make eye contact with someone","make eye contact with someone","clothing store","","","normbank","24","expected","0.417"
"nb_302_87","forest: eat a berry","eat a berry","forest","","","normbank","16","expected","0.5"
"nb_303_42","government office: ask for a lighter workload","ask for a lighter workload","government office","","","normbank","8","normal","0.375"
"nb_304_101","racetrack: bring a stroller","bring a stroller","racetrack","","","normbank","17","taboo","0.412"
"nb_305_109","temple: enter the main hall","enter the main hall","temple","","","normbank","10","taboo","0.5"
"nb_23_35","athletic field: play music","play music","athletic field","","","normbank","18","normal","0.5"
"nb_306_4","arena: wear gold chains","wear gold chains","arena","","","normbank","9","normal","0.444"
"nb_140_37","shopping mall: wear a dress","wear a dress","shopping mall","","","normbank","8","normal","0.625"
"nb_67_1","cafe: wear heels","wear heels","cafe","","","normbank","12","taboo","0.5"
"nb_307_23","basement: jump","jump","basement","","","normbank","11","taboo","0.545"
"nb_308_32","attic: hide a body","hide a body","attic","","","normbank","7","taboo","0.714"
"nb_309_78","ballroom: attend an event without a chaperone","attend an event without a chaperone","ballroom","","","normbank","14","expected","0.5"
"nb_310_112","garden: spread mulch","spread mulch","garden","","","normbank","7","normal","0.429"
"nb_32_53","monument: drink alcohol","drink alcohol","monument","","","normbank","80","normal","0.625"
"nb_311_29","church or chapel: wear flip flops","wear flip flops","church or chapel","","","normbank","30","taboo","0.633"
"nb_312_43","gym: use tobacco","use tobacco","gym","","","normbank","6","taboo","0.5"
"nb_313_35","athletic field: wear a headscarf","wear a headscarf","athletic field","","","normbank","21","expected","0.524"
"nb_314_48","gift shop: touch or handle merchandise","touch or handle merchandise","gift shop","","","normbank","12","taboo","0.333"
"nb_315_113","fair: play music loudly","play music loudly","fair","","","normbank","12","taboo","0.5"
"nb_316_114","nursing home: skip a meal","skip a meal","nursing home","","","normbank","14","normal","0.643"
"nb_317_81","cinema: wearing headphones","wearing headphones","cinema","","","normbank","22","taboo","0.5"
"nb_318_103","mental institution: bring up sexual topics","bring up sexual topics","mental institution","","","normbank","14","normal","0.571"
"nb_192_14","bathroom: use offensive language","use offensive language","bathroom","","","normbank","15","normal","0.533"
"nb_319_115","subway platform: whisper in someone's ear","whisper in someone's ear","subway platform","","","normbank","9","expected","0.444"
"nb_32_21","balloon festival: drink alcohol","drink alcohol","balloon festival","","","normbank","9","taboo","0.667"
"nb_320_59","barber shop or beauty salon: blow dry someone's hair","blow dry someone's hair","barber shop or beauty salon","","","normbank","9","expected","0.444"
"nb_321_17","airplane cabin: talk about marxism","talk about marxism","airplane cabin","","","normbank","16","taboo","0.625"
"nb_322_82","dance studio: lie on the floor","lie on the floor","dance studio","","","normbank","13","normal","0.538"
"nb_323_70","altar: cook or eat something","cook or eat something","altar","","","normbank","18","taboo","0.611"
"nb_324_108","balcony: leave someone by themselves","leave someone by themselves","balcony","","","normbank","14","taboo","0.571"
"nb_325_71","backyard: throw a tantrum","throw a tantrum","backyard","","","normbank","16","normal","0.5"
"nb_326_37","shopping mall: make loud noises","make loud noises","shopping mall","","","normbank","16","normal","0.438"
"nb_327_23","basement: watch television","watch television","basement","","","normbank","15","normal","0.533"
"nb_7_55","taxi: kiss someone","kiss someone","taxi","","","normbank","11","normal","0.545"
"nb_328_71","backyard: flirt","flirt","backyard","","","normbank","16","normal","0.5"
"nb_115_58","garage: read a book","read a book","garage","","","normbank","12","taboo","0.5"
"nb_329_70","altar: move something","move something","altar","","","normbank","9","taboo","0.667"
"nb_330_21","balloon festival: check the weather conditions","check the weather conditions","balloon festival","","","normbank","23","taboo","0.435"
"nb_1_103","mental institution: talk about sex","talk about sex","mental institution","","","normbank","13","normal","0.462"
"nb_331_91","elevator: stand close to someone","stand close to someone","elevator","","","normbank","37","taboo","0.432"
"nb_134_74","bank: give blood","give blood","bank","","","normbank","14","taboo","0.714"
"nb_129_55","taxi: yell","yell","taxi","","","normbank","8","normal","0.375"
"nb_332_4","arena: show your midriff","show your midriff","arena","","","normbank","13","taboo","0.462"
